meta_run_id,pair_id,agent_condition,seed,task_id,source_id,dataset_path,difficulty_index,difficulty_stratum,prompt_strictness_level,context_visibility_level,timeout_budget_level,start_ts,end_ts,total_time_sec,time_to_first_valid_plan_sec,iterations_count,d_efficiency,mean_power,predicted_gain,uncertainty_index,budget_used_ratio,invalid_assumptions_count,budget_violations_count,model_mismatch_flags,decision_reversal_count,output_completeness_score,format_compliance_score,impact_score,notes
meta_run_00064,PAIR_0029,Agent_With,3029,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,long,2026-08-14T13:58:17.539635+00:00,2026-08-14T13:58:52.911650+00:00,0.1941,0.0679,3,0.4498231999108463,0.7151140837318216,0.33022816746364325,0.25161077360265904,1.0,0,0,0,0,1.0,1.0,81.6267,real_data_meta_benchmark_run
meta_run_00065,PAIR_0059,Agent_With,3059,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_plus_history,short,2026-08-14T13:58:17.542218+00:00,2026-08-14T13:58:53.250197+00:00,0.1879,0.0658,3,0.4498231999108463,0.927792480077948,0.7555849601558959,0.12667326291776726,1.0,0,0,0,0,1.0,1.0,88.3028,real_data_meta_benchmark_run
meta_run_00066,PAIR_0059,Agent_Without,3059,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_plus_history,short,2026-08-14T13:58:17.545084+00:00,2026-08-14T13:58:53.540625+00:00,0.0172,0.01,4,0.563896240038974,0.8434477091617708,0.6555849601558958,0.17667326291776725,1.0,0,0,0,0,1.0,1.0,86.2542,real_data_meta_benchmark_run
meta_run_00067,PAIR_0051,Agent_Without,3051,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_only,long,2026-08-14T13:58:17.550656+00:00,2026-08-14T13:58:53.914517+00:00,0.0178,0.01,4,0.47476257648392645,0.6813865026980481,0.29905030593570586,0.28592599924182777,1.0,0,0,0,0,1.0,1.0,79.9806,real_data_meta_benchmark_run
meta_run_00068,PAIR_0051,Agent_With,3051,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_only,long,2026-08-14T13:58:17.553557+00:00,2026-08-14T13:58:54.245001+00:00,0.174,0.0609,3,0.4498231999108463,0.7495251529678529,0.3990503059357059,0.23592599924182775,1.0,0,0,0,0,1.0,1.0,82.6677,real_data_meta_benchmark_run
meta_run_00069,PAIR_0028,Agent_With,3028,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,short,2026-08-14T13:58:17.555911+00:00,2026-08-14T13:58:54.546197+00:00,0.2348,0.0822,3,0.44982319991084607,0.7475089076187915,0.39501781523758306,0.23687366176987376,1.0,0,0,0,0,1.0,1.0,82.6051,real_data_meta_benchmark_run
meta_run_00070,PAIR_0028,Agent_Without,3028,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,short,2026-08-14T13:58:17.558561+00:00,2026-08-14T13:58:54.847869+00:00,0.0557,0.0195,4,0.47375445380939574,0.6795535523807195,0.295017815237583,0.2868736617698738,1.0,0,0,0,0,1.0,1.0,79.9114,real_data_meta_benchmark_run
meta_run_00071,PAIR_0019,Agent_With,3019,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_only,long,2026-08-14T13:58:17.562383+00:00,2026-08-14T13:58:55.177210+00:00,0.2171,0.076,3,0.4486045608400611,0.9464596704199952,0.7929193408399904,0.10907727085776782,1.0,0,0,0,0,1.0,1.0,88.9355,real_data_meta_benchmark_run
meta_run_00072,PAIR_0019,Agent_Without,3019,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_only,long,2026-08-14T13:58:17.565962+00:00,2026-08-14T13:58:55.462751+00:00,0.0232,0.01,4,0.5732298352099976,0.8604178821999956,0.6929193408399903,0.15907727085776782,1.0,0,0,0,0,1.0,1.0,86.9649,real_data_meta_benchmark_run
meta_run_00073,PAIR_0013,Agent_With,3013,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,short,2026-08-14T13:58:17.568740+00:00,2026-08-14T13:58:55.812375+00:00,0.2034,0.0712,3,0.4498231999108463,0.7363041952815943,0.3726083905631885,0.24207244311404236,1.0,0,0,0,0,1.0,1.0,82.2662,real_data_meta_benchmark_run
meta_run_00074,PAIR_0013,Agent_Without,3013,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,short,2026-08-14T13:58:17.571439+00:00,2026-08-14T13:58:56.125243+00:00,0.0184,0.01,4,0.4681520976407971,0.6693674502559948,0.2726083905631885,0.29207244311404235,1.0,0,0,0,0,1.0,1.0,79.5324,real_data_meta_benchmark_run
meta_run_00075,PAIR_0008,Agent_Without,3008,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,long,2026-08-14T13:58:17.574634+00:00,2026-08-14T13:58:56.386091+00:00,0.0239,0.01,4,0.46216093243630096,0.6584744226114563,0.24864372974520382,0.2975112276364215,1.0,0,0,0,0,1.0,1.0,79.1274,real_data_meta_benchmark_run
meta_run_00076,PAIR_0008,Agent_With,3008,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,long,2026-08-14T13:58:17.577418+00:00,2026-08-14T13:58:56.650383+00:00,0.1897,0.0664,3,0.4518282606577591,0.724321864872602,0.34864372974520386,0.24751122763642153,1.0,0,0,0,0,1.0,1.0,81.9219,real_data_meta_benchmark_run
meta_run_00077,PAIR_0026,Agent_Without,3026,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,high,task_only,long,2026-08-14T13:58:17.582181+00:00,2026-08-14T13:58:56.920833+00:00,0.067,0.0234,4,0.47780307609504313,0.6869146838091693,0.3112123043801726,0.2830445106793091,1.0,0,0,0,0,1.0,1.0,80.1862,real_data_meta_benchmark_run
meta_run_00078,PAIR_0026,Agent_With,3026,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,high,task_only,long,2026-08-14T13:58:17.586001+00:00,2026-08-14T13:58:57.187998+00:00,0.2096,0.0734,3,0.4463610037392877,0.7556061521900863,0.41121230438017264,0.23304451067930906,1.0,0,0,0,0,1.0,1.0,82.8214,real_data_meta_benchmark_run
meta_run_00079,PAIR_0052,Agent_With,3052,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_plus_history,short,2026-08-14T13:58:17.589403+00:00,2026-08-14T13:58:57.465554+00:00,0.1903,0.0666,3,0.4498231999108463,0.759591513676188,0.4191830273523761,0.2311365571950015,1.0,0,0,0,0,1.0,1.0,82.9735,real_data_meta_benchmark_run
meta_run_00080,PAIR_0052,Agent_Without,3052,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_plus_history,short,2026-08-14T13:58:17.592558+00:00,2026-08-14T13:58:57.753465+00:00,0.0149,0.01,4,0.479795756838094,0.6905377397056255,0.3191830273523761,0.2811365571950015,1.0,0,0,0,0,1.0,1.0,80.3228,real_data_meta_benchmark_run
meta_run_00081,PAIR_0039,Agent_With,3039,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_only,short,2026-08-14T13:58:17.596430+00:00,2026-08-14T13:58:58.056177+00:00,0.1836,0.0642,3,0.4498231999108463,0.9366382325248351,0.7732764650496703,0.11866083082575671,1.0,0,0,0,0,1.0,1.0,88.6052,real_data_meta_benchmark_run
meta_run_00082,PAIR_0039,Agent_Without,3039,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_only,short,2026-08-14T13:58:17.599891+00:00,2026-08-14T13:58:58.336232+00:00,0.0264,0.01,4,0.5683191162624175,0.8514893022953046,0.6732764650496703,0.16866083082575672,1.0,0,0,0,0,1.0,1.0,86.5881,real_data_meta_benchmark_run
meta_run_00083,PAIR_0018,Agent_With,3018,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_only,short,2026-08-14T13:58:17.602901+00:00,2026-08-14T13:58:58.633441+00:00,0.1802,0.0631,3,0.4498231999108463,0.9586021022771638,0.8172042045543275,0.09591419512927657,1.0,0,0,0,0,1.0,1.0,89.3809,real_data_meta_benchmark_run
meta_run_00084,PAIR_0018,Agent_Without,3018,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_only,short,2026-08-14T13:58:17.605476+00:00,2026-08-14T13:58:58.972569+00:00,0.0138,0.01,4,0.5793010511385819,0.8714564566156033,0.7172042045543274,0.14591419512927656,1.0,0,0,0,0,1.0,1.0,87.4424,real_data_meta_benchmark_run
meta_run_00085,PAIR_0049,Agent_Without,3049,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,short,2026-08-14T13:58:17.608226+00:00,2026-08-14T13:58:59.249484+00:00,0.0511,0.0179,4,0.4776625203592855,0.6866591279259737,0.3106500814371422,0.2831785006677307,1.0,0,0,0,0,1.0,1.0,80.177,real_data_meta_benchmark_run
meta_run_00086,PAIR_0049,Agent_With,3049,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,short,2026-08-14T13:58:17.611575+00:00,2026-08-14T13:58:59.525933+00:00,0.1985,0.0695,3,0.45488987274803305,0.7553250407185711,0.4106500814371422,0.2331785006677307,1.0,0,0,0,0,1.0,1.0,82.8877,real_data_meta_benchmark_run
meta_run_00087,PAIR_0055,Agent_Without,3055,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,short,2026-08-14T13:58:17.615347+00:00,2026-08-14T13:58:59.811413+00:00,0.0211,0.01,4,0.47339939693757527,0.678907994431955,0.29359758775030126,0.2872065232964957,1.0,0,0,0,0,1.0,1.0,79.888,real_data_meta_benchmark_run
meta_run_00088,PAIR_0055,Agent_With,3055,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,short,2026-08-14T13:58:17.618938+00:00,2026-08-14T13:59:00.118489+00:00,0.2022,0.0708,3,0.4498231999108463,0.7467987938751506,0.3935975877503013,0.2372065232964957,1.0,0,0,0,0,1.0,1.0,82.5843,real_data_meta_benchmark_run
meta_run_00089,PAIR_0032,Agent_Without,3032,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_only,short,2026-08-14T13:58:17.622030+00:00,2026-08-14T13:59:00.387712+00:00,0.0214,0.01,4,0.4566747884652006,0.6484996153912738,0.22669915386080258,0.30238877553383076,1.0,0,0,0,0,1.0,1.0,78.7574,real_data_meta_benchmark_run
meta_run_00090,PAIR_0032,Agent_With,3032,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_only,short,2026-08-14T13:58:17.625056+00:00,2026-08-14T13:59:00.646689+00:00,0.1828,0.064,3,0.4498231999108463,0.7133495769304012,0.3266991538608026,0.25238877553383077,1.0,0,0,0,0,1.0,1.0,81.5738,real_data_meta_benchmark_run
meta_run_00091,PAIR_0040,Agent_Without,3040,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_only,long,2026-08-14T13:58:17.629149+00:00,2026-08-14T13:59:00.904150+00:00,0.0182,0.01,4,0.5718681266496893,0.8579420484539806,0.6874725065987575,0.16181705962133097,1.0,0,0,0,0,1.0,1.0,86.8598,real_data_meta_benchmark_run
meta_run_00092,PAIR_0040,Agent_With,3040,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_only,long,2026-08-14T13:58:17.632770+00:00,2026-08-14T13:59:01.174992+00:00,0.1605,0.0562,3,0.44745564164251156,0.9437362532993787,0.7874725065987574,0.11181705962133098,1.0,0,0,0,0,1.0,1.0,88.8313,real_data_meta_benchmark_run
meta_run_00093,PAIR_0027,Agent_With,3027,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,high,task_only,short,2026-08-14T13:58:17.635929+00:00,2026-08-14T13:59:01.452591+00:00,0.2354,0.0824,3,0.4498231999108463,0.7560427428983642,0.4120854857967283,0.2328362596340259,1.0,0,0,0,0,1.0,1.0,82.8644,real_data_meta_benchmark_run
meta_run_00094,PAIR_0027,Agent_Without,3027,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,high,task_only,short,2026-08-14T13:58:17.639219+00:00,2026-08-14T13:59:01.774601+00:00,0.065,0.0228,4,0.47802137144918205,0.6873115844530583,0.3120854857967283,0.2828362596340259,1.0,0,0,0,0,1.0,1.0,80.2011,real_data_meta_benchmark_run
meta_run_00095,PAIR_0010,Agent_Without,3010,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_plus_history,short,2026-08-14T13:58:17.642360+00:00,2026-08-14T13:59:02.098541+00:00,0.0243,0.01,4,0.47664756455819396,0.6848137537421708,0.3065902582327759,0.284143769169292,1.0,0,0,0,0,1.0,1.0,80.1086,real_data_meta_benchmark_run
meta_run_00096,PAIR_0010,Agent_With,3010,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_plus_history,short,2026-08-14T13:58:17.645041+00:00,2026-08-14T13:59:02.432340+00:00,0.2266,0.0793,3,0.4518282606577591,0.753295129116388,0.40659025823277595,0.234143769169292,1.0,0,0,0,0,1.0,1.0,82.7986,real_data_meta_benchmark_run
meta_run_00097,PAIR_0023,Agent_With,3023,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_only,long,2026-08-14T13:58:17.648721+00:00,2026-08-14T13:59:02.720421+00:00,0.2173,0.0761,3,0.4498231999108463,0.7407132579854192,0.38142651597083854,0.2400401549808701,1.0,0,0,0,0,1.0,1.0,82.3994,real_data_meta_benchmark_run
meta_run_00098,PAIR_0023,Agent_Without,3023,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_only,long,2026-08-14T13:58:17.652042+00:00,2026-08-14T13:59:03.035119+00:00,0.0681,0.0238,4,0.4703566289927096,0.6733756890776538,0.2814265159708385,0.2900401549808701,1.0,0,0,0,0,1.0,1.0,79.6807,real_data_meta_benchmark_run
meta_run_00099,PAIR_0043,Agent_With,3043,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,long,2026-08-14T13:58:17.654908+00:00,2026-08-14T13:59:03.375460+00:00,0.2101,0.0735,3,0.45488987274803305,0.7602648597020647,0.4205297194041293,0.2308126418153118,1.0,0,0,0,0,1.0,1.0,83.0378,real_data_meta_benchmark_run
meta_run_00100,PAIR_0043,Agent_Without,3043,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,long,2026-08-14T13:58:17.657702+00:00,2026-08-14T13:59:03.689430+00:00,0.0624,0.0218,4,0.4801324298510323,0.6911498724564223,0.3205297194041293,0.2808126418153118,1.0,0,0,0,0,1.0,1.0,80.3448,real_data_meta_benchmark_run
meta_run_00101,PAIR_0034,Agent_Without,3034,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,short,2026-08-14T13:58:17.660417+00:00,2026-08-14T13:59:03.978335+00:00,0.0189,0.01,4,0.4921648483608523,0.7130269970197314,0.3686593934434093,0.26892175328606205,1.0,0,0,0,0,1.0,1.0,81.1676,real_data_meta_benchmark_run
meta_run_00102,PAIR_0034,Agent_With,3034,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,short,2026-08-14T13:58:17.666011+00:00,2026-08-14T13:59:04.255708+00:00,0.1787,0.0626,3,0.4498231999108463,0.7843296967217046,0.46865939344340934,0.21892175328606206,1.0,0,0,0,0,1.0,1.0,83.73,real_data_meta_benchmark_run
meta_run_00103,PAIR_0057,Agent_Without,3057,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,long,2026-08-14T13:58:17.668974+00:00,2026-08-14T13:59:04.581252+00:00,0.0187,0.01,4,0.5433166546133577,0.8060302811151956,0.5732666184534305,0.2087217626843239,1.0,0,0,0,0,1.0,1.0,84.746,real_data_meta_benchmark_run
meta_run_00104,PAIR_0057,Agent_With,3057,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,long,2026-08-14T13:58:17.671463+00:00,2026-08-14T13:59:04.913433+00:00,0.1727,0.0604,3,0.4498231999108463,0.8866333092267152,0.6732666184534305,0.1587217626843239,1.0,0,0,0,0,1.0,1.0,86.9423,real_data_meta_benchmark_run
meta_run_00105,PAIR_0007,Agent_With,3007,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,short,2026-08-14T13:58:17.674285+00:00,2026-08-14T13:59:05.215866+00:00,0.2484,0.0869,3,0.4518282606577591,0.7579078948943376,0.41581578978867517,0.2319444881410983,1.0,0,0,0,0,1.0,1.0,82.9384,real_data_meta_benchmark_run
meta_run_00106,PAIR_0007,Agent_Without,3007,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,medium,task_plus_history,short,2026-08-14T13:58:17.676605+00:00,2026-08-14T13:59:05.501044+00:00,0.0673,0.0236,4,0.4789539474471688,0.6890071771766705,0.31581578978867514,0.2819444881410983,1.0,0,0,0,0,1.0,1.0,80.2645,real_data_meta_benchmark_run
meta_run_00107,PAIR_0035,Agent_With,3035,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,short,2026-08-14T13:58:17.680623+00:00,2026-08-14T13:59:05.813145+00:00,0.2173,0.0761,3,0.4498231999108463,0.7741764091631054,0.4483528183262109,0.22401566950991747,1.0,0,0,0,0,1.0,1.0,83.418,real_data_meta_benchmark_run
meta_run_00108,PAIR_0035,Agent_Without,3035,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,short,2026-08-14T13:58:17.684826+00:00,2026-08-14T13:59:06.095746+00:00,0.0241,0.01,4,0.48708820458155266,0.703796735602823,0.34835281832621084,0.27401566950991746,1.0,0,0,0,0,1.0,1.0,80.8201,real_data_meta_benchmark_run
meta_run_00109,PAIR_0033,Agent_With,3033,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,long,2026-08-14T13:58:17.687618+00:00,2026-08-14T13:59:06.430409+00:00,0.1982,0.0694,3,0.4518282606577591,0.7560113769176783,0.4120227538353566,0.23285122722093116,1.0,0,0,0,0,1.0,1.0,82.8818,real_data_meta_benchmark_run
meta_run_00110,PAIR_0033,Agent_Without,3033,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,high,task_only,long,2026-08-14T13:58:17.690260+00:00,2026-08-14T13:59:06.773903+00:00,0.0203,0.01,4,0.4780056884588391,0.687283069925162,0.31202275383535655,0.28285122722093115,1.0,0,0,0,0,1.0,1.0,80.201,real_data_meta_benchmark_run
meta_run_00111,PAIR_0021,Agent_Without,3021,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,short,2026-08-14T13:58:17.692809+00:00,2026-08-14T13:59:07.119066+00:00,0.0155,0.01,4,0.5741195765192155,0.8620355936713009,0.696478306076862,0.1572492910741335,1.0,0,0,0,0,1.0,1.0,87.0341,real_data_meta_benchmark_run
meta_run_00112,PAIR_0021,Agent_With,3021,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,short,2026-08-14T13:58:17.696490+00:00,2026-08-14T13:59:07.456912+00:00,0.1774,0.0621,3,0.4498231999108463,0.9482391530384311,0.7964783060768621,0.10724929107413349,1.0,0,0,0,0,1.0,1.0,89.0098,real_data_meta_benchmark_run
meta_run_00113,PAIR_0056,Agent_Without,3056,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,short,2026-08-14T13:58:17.700031+00:00,2026-08-14T13:59:07.748143+00:00,0.0183,0.01,4,0.4805178870730584,0.6918507037691971,0.3220715482922338,0.2804412317725778,1.0,0,0,0,0,1.0,1.0,80.372,real_data_meta_benchmark_run
meta_run_00114,PAIR_0056,Agent_With,3056,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_plus_history,short,2026-08-14T13:58:17.703733+00:00,2026-08-14T13:59:08.015084+00:00,0.1808,0.0633,3,0.4498231999108463,0.7610357741461169,0.4220715482922338,0.2304412317725778,1.0,0,0,0,0,1.0,1.0,83.0177,real_data_meta_benchmark_run
meta_run_00115,PAIR_0015,Agent_Without,3015,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,long,2026-08-14T13:58:17.706380+00:00,2026-08-14T13:59:08.319623+00:00,0.0144,0.01,4,0.5648722623190751,0.845222295125591,0.6594890492763001,0.17494930115126242,1.0,0,0,0,0,1.0,1.0,86.3276,real_data_meta_benchmark_run
meta_run_00116,PAIR_0015,Agent_With,3015,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,long,2026-08-14T13:58:17.708781+00:00,2026-08-14T13:59:08.574613+00:00,0.1619,0.0567,3,0.4498231999108463,0.9297445246381502,0.7594890492763002,0.12494930115126242,1.0,0,0,0,0,1.0,1.0,88.3698,real_data_meta_benchmark_run
meta_run_00117,PAIR_0041,Agent_Without,3041,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_only,short,2026-08-14T13:58:17.711569+00:00,2026-08-14T13:59:08.859415+00:00,0.0168,0.01,4,0.5475583936664848,0.8137425339390634,0.5902335746659395,0.2026675492456514,1.0,0,0,0,0,1.0,1.0,85.0521,real_data_meta_benchmark_run
meta_run_00118,PAIR_0041,Agent_With,3041,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,high,task_only,short,2026-08-14T13:58:17.716460+00:00,2026-08-14T13:59:09.119497+00:00,0.1413,0.0494,3,0.4548898727480335,0.8951167873329697,0.6902335746659395,0.15266754924565137,1.0,0,0,0,0,1.0,1.0,87.263,real_data_meta_benchmark_run
meta_run_00119,PAIR_0048,Agent_Without,3048,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,high,task_only,short,2026-08-14T13:58:17.719780+00:00,2026-08-14T13:59:09.385890+00:00,0.0693,0.0243,4,0.4693349306615706,0.6715180557483102,0.2773397226462824,0.29098415746769135,1.0,0,0,0,0,1.0,1.0,79.6115,real_data_meta_benchmark_run
meta_run_00120,PAIR_0048,Agent_With,3048,Task-01,SRC-101,Measures/data/public/california_housing.csv,48.3813,high,high,task_only,short,2026-08-14T13:58:17.722854+00:00,2026-08-14T13:59:09.667448+00:00,0.1783,0.0624,3,0.4481466481373658,0.7386698613231413,0.37733972264628246,0.24098415746769136,1.0,0,0,0,0,1.0,1.0,82.3237,real_data_meta_benchmark_run
meta_run_00121,PAIR_0042,Agent_Without,3042,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,short,2026-08-14T13:58:17.725010+00:00,2026-08-14T13:59:09.932479+00:00,0.0112,0.01,4,0.566156084532062,0.8475565173310218,0.664624338128248,0.17264477244453774,1.0,0,0,0,0,1.0,1.0,86.4243,real_data_meta_benchmark_run
meta_run_00122,PAIR_0042,Agent_With,3042,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,short,2026-08-14T13:58:17.727167+00:00,2026-08-14T13:59:10.233984+00:00,0.1235,0.0432,3,0.44814664813736604,0.9323121690641241,0.764624338128248,0.12264477244453773,1.0,0,0,0,0,1.0,1.0,88.4435,real_data_meta_benchmark_run
meta_run_00123,PAIR_0036,Agent_Without,3036,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,long,2026-08-14T13:58:17.731276+00:00,2026-08-14T13:59:10.520649+00:00,0.0112,0.01,4,0.5676987400726661,0.8503613455866655,0.6707949602906642,0.16981700848902684,1.0,0,0,0,0,1.0,1.0,86.5411,real_data_meta_benchmark_run
meta_run_00124,PAIR_0036,Agent_With,3036,Task-03,SRC-103,Measures/data/public/wine.csv,38.3494,low,medium,task_plus_history,long,2026-08-14T13:58:17.734283+00:00,2026-08-14T13:59:10.799623+00:00,0.1065,0.0373,3,0.4498231999108463,0.9353974801453322,0.7707949602906643,0.11981700848902684,1.0,0,0,0,0,1.0,1.0,88.5643,real_data_meta_benchmark_run
meta_run_00125,PAIR_0011,Agent_With,3011,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_only,short,2026-08-14T13:58:17.736546+00:00,2026-08-14T13:59:11.095955+00:00,0.0992,0.0347,3,0.4498231999108463,0.7780568697290915,0.4561137394581831,0.22208263240460172,1.0,0,0,0,0,1.0,1.0,83.5395,real_data_meta_benchmark_run
meta_run_00126,PAIR_0011,Agent_Without,3011,Task-02,SRC-102,Measures/data/public/diabetes.csv,46.8639,medium,medium,task_only,short,2026-08-14T13:58:17.738635+00:00,2026-08-14T13:59:11.363796+00:00,0.0129,0.01,4,0.4890284348645457,0.7073244270264467,0.3561137394581831,0.27208263240460173,1.0,0,0,0,0,1.0,1.0,80.9529,real_data_meta_benchmark_run
